combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex ,__strnlen_evex_sunil 
64  ,1     ,127      ,480    ,5.554          ,6.012               ,0.924 
64  ,64    ,127      ,480    ,5.554          ,5.62                ,0.988 
512 ,0     ,127      ,64     ,4.584          ,6.882               ,0.666 
512 ,1     ,127      ,64     ,4.855          ,6.574               ,0.738 
512 ,64    ,127      ,64     ,4.524          ,6.71                ,0.674 
64  ,0     ,127      ,512    ,5.559          ,5.663               ,0.982 
64  ,1     ,127      ,512    ,5.551          ,5.857               ,0.948 
64  ,64    ,127      ,512    ,5.562          ,5.823               ,0.955 
544 ,0     ,127      ,64     ,4.413          ,6.781               ,0.651 
544 ,1     ,127      ,64     ,4.878          ,6.489               ,0.752 
544 ,64    ,127      ,64     ,4.495          ,6.716               ,0.669 
64  ,0     ,127      ,544    ,5.541          ,5.584               ,0.992 
64  ,1     ,127      ,544    ,5.562          ,5.68                ,0.979 
64  ,64    ,127      ,544    ,5.556          ,5.459               ,1.018 
576 ,0     ,127      ,64     ,4.47           ,6.628               ,0.674 
576 ,1     ,127      ,64     ,4.929          ,6.564               ,0.751 
576 ,64    ,127      ,64     ,4.489          ,6.645               ,0.676 
64  ,0     ,127      ,576    ,5.562          ,5.501               ,1.011 
64  ,1     ,127      ,576    ,5.547          ,5.793               ,0.958 
64  ,64    ,127      ,576    ,5.583          ,5.531               ,1.009 
608 ,0     ,127      ,64     ,4.558          ,6.682               ,0.682 
608 ,1     ,127      ,64     ,4.869          ,6.908               ,0.705 
608 ,64    ,127      ,64     ,4.533          ,6.64                ,0.683 
64  ,0     ,127      ,608    ,5.548          ,5.48                ,1.012 
64  ,1     ,127      ,608    ,5.543          ,5.967               ,0.929 
64  ,64    ,127      ,608    ,5.572          ,5.683               ,0.98  
640 ,0     ,127      ,64     ,4.57           ,6.717               ,0.68  
640 ,1     ,127      ,64     ,4.824          ,6.154               ,0.784 
640 ,64    ,127      ,64     ,4.556          ,6.397               ,0.712 
64  ,0     ,127      ,640    ,5.551          ,5.315               ,1.045 
64  ,1     ,127      ,640    ,5.537          ,5.543               ,0.999 
64  ,64    ,127      ,640    ,5.57           ,5.998               ,0.929 
672 ,0     ,127      ,64     ,4.544          ,6.437               ,0.706 
672 ,1     ,127      ,64     ,4.887          ,6.851               ,0.713 
672 ,64    ,127      ,64     ,4.464          ,6.549               ,0.682 
64  ,0     ,127      ,672    ,5.565          ,5.683               ,0.979 
64  ,1     ,127      ,672    ,5.554          ,5.716               ,0.972 
64  ,64    ,127      ,672    ,5.574          ,5.63                ,0.99  
704 ,0     ,127      ,64     ,4.529          ,6.713               ,0.675 
704 ,1     ,127      ,64     ,4.836          ,6.678               ,0.724 
704 ,64    ,127      ,64     ,4.472          ,6.512               ,0.687 
64  ,0     ,127      ,704    ,5.569          ,5.404               ,1.031 
64  ,1     ,127      ,704    ,5.555          ,5.596               ,0.993 
64  ,64    ,127      ,704    ,5.559          ,5.808               ,0.957 
736 ,0     ,127      ,64     ,4.456          ,6.888               ,0.647 
736 ,1     ,127      ,64     ,4.887          ,6.625               ,0.738 
736 ,64    ,127      ,64     ,4.597          ,6.361               ,0.723 
64  ,0     ,127      ,736    ,5.599          ,6.243               ,0.897 
64  ,1     ,127      ,736    ,5.557          ,5.477               ,1.015 
64  ,64    ,127      ,736    ,5.561          ,5.821               ,0.955 
768 ,0     ,127      ,64     ,4.474          ,6.604               ,0.678 
768 ,1     ,127      ,64     ,4.897          ,6.878               ,0.712 
768 ,64    ,127      ,64     ,4.501          ,6.493               ,0.693 
64  ,0     ,127      ,768    ,5.55           ,5.74                ,0.967 
64  ,1     ,127      ,768    ,5.551          ,5.473               ,1.014 
64  ,64    ,127      ,768    ,5.575          ,5.571               ,1.001 
128 ,0     ,127      ,128    ,5.825          ,7.304               ,0.797 
128 ,1     ,127      ,128    ,7.064          ,7.407               ,0.954 
128 ,64    ,127      ,128    ,5.808          ,7.362               ,0.789 
160 ,0     ,127      ,128    ,6.166          ,7.603               ,0.811 
160 ,1     ,127      ,128    ,6.488          ,7.721               ,0.84  
160 ,64    ,127      ,128    ,6.163          ,7.676               ,0.803 
128 ,0     ,127      ,160    ,7.318          ,8.113               ,0.902 
128 ,1     ,127      ,160    ,6.84           ,6.551               ,1.044 
128 ,64    ,127      ,160    ,7.336          ,7.959               ,0.922 
96  ,0     ,127      ,128    ,6.602          ,7.467               ,0.884 
96  ,1     ,127      ,128    ,6.552          ,7.366               ,0.889 
96  ,64    ,127      ,128    ,6.611          ,7.379               ,0.896 
128 ,0     ,127      ,96     ,4.816          ,6.632               ,0.726 
128 ,1     ,127      ,96     ,6.358          ,7.733               ,0.822 
128 ,64    ,127      ,96     ,4.844          ,6.818               ,0.71  
192 ,0     ,127      ,128    ,6.107          ,7.217               ,0.846 
192 ,1     ,127      ,128    ,6.525          ,7.505               ,0.869 
192 ,64    ,127      ,128    ,6.111          ,7.571               ,0.807 
128 ,0     ,127      ,192    ,6.805          ,6.732               ,1.011 
128 ,1     ,127      ,192    ,6.757          ,6.686               ,1.011 
128 ,64    ,127      ,192    ,6.941          ,6.955               ,0.998 
224 ,0     ,127      ,128    ,6.176          ,7.631               ,0.809 
224 ,1     ,127      ,128    ,6.431          ,7.425               ,0.866 
224 ,64    ,127      ,128    ,6.121          ,7.654               ,0.8   
128 ,0     ,127      ,224    ,6.833          ,6.926               ,0.987 
128 ,1     ,127      ,224    ,6.79           ,6.519               ,1.042 
128 ,64    ,127      ,224    ,6.892          ,6.959               ,0.99  
256 ,0     ,127      ,128    ,6.384          ,7.598               ,0.84  
256 ,1     ,127      ,128    ,6.498          ,7.449               ,0.872 
256 ,64    ,127      ,128    ,6.272          ,7.608               ,0.824 
128 ,0     ,127      ,256    ,6.816          ,6.616               ,1.03  
128 ,1     ,127      ,256    ,6.743          ,6.564               ,1.027 
128 ,64    ,127      ,256    ,6.807          ,6.67                ,1.021 
288 ,0     ,127      ,128    ,6.213          ,7.875               ,0.789 
288 ,1     ,127      ,128    ,6.564          ,7.552               ,0.869 
288 ,64    ,127      ,128    ,6.05           ,7.615               ,0.795 
128 ,0     ,127      ,288    ,6.807          ,6.765               ,1.006 
128 ,1     ,127      ,288    ,6.772          ,6.464               ,1.048 
128 ,64    ,127      ,288    ,6.832          ,6.712               ,1.018 
320 ,0     ,127      ,128    ,6.122          ,7.72                ,0.793 
320 ,1     ,127      ,128    ,6.447          ,7.306               ,0.882 
320 ,64    ,127      ,128    ,6.085          ,7.702               ,0.79  
128 ,0     ,127      ,320    ,6.815          ,6.713               ,1.015 
128 ,1     ,127      ,320    ,6.77           ,6.524               ,1.038 
128 ,64    ,127      ,320    ,6.8            ,6.735               ,1.01  
352 ,0     ,127      ,128    ,6.096          ,7.83                ,0.779 
352 ,1     ,127      ,128    ,6.536          ,7.344               ,0.89  
352 ,64    ,127      ,128    ,6.094          ,7.761               ,0.785 
128 ,0     ,127      ,352    ,6.809          ,6.534               ,1.042 
128 ,1     ,127      ,352    ,6.767          ,6.859               ,0.987 
128 ,64    ,127      ,352    ,6.834          ,6.659               ,1.026 
384 ,0     ,127      ,128    ,6.167          ,7.505               ,0.822 
384 ,1     ,127      ,128    ,6.534          ,7.799               ,0.838 
384 ,64    ,127      ,128    ,6.025          ,7.651               ,0.787 
128 ,0     ,127      ,384    ,6.844          ,6.571               ,1.042 
128 ,1     ,127      ,384    ,6.781          ,6.892               ,0.984 
128 ,64    ,127      ,384    ,6.773          ,6.914               ,0.98  
416 ,0     ,127      ,128    ,5.967          ,7.261               ,0.822 
416 ,1     ,127      ,128    ,6.502          ,7.239               ,0.898 
416 ,64    ,127      ,128    ,5.973          ,7.521               ,0.794 
128 ,0     ,127      ,416    ,6.743          ,6.575               ,1.026 
128 ,1     ,127      ,416    ,6.732          ,6.8                 ,0.99  
128 ,64    ,127      ,416    ,6.754          ,6.817               ,0.991 
448 ,0     ,127      ,128    ,5.928          ,7.41                ,0.8   
448 ,1     ,127      ,128    ,6.652          ,7.401               ,0.899 
448 ,64    ,127      ,128    ,5.879          ,7.283               ,0.807 
128 ,0     ,127      ,448    ,6.745          ,6.838               ,0.986 
128 ,1     ,127      ,448    ,6.733          ,7.004               ,0.961 
128 ,64    ,127      ,448    ,6.756          ,6.906               ,0.978 
480 ,0     ,127      ,128    ,5.892          ,7.439               ,0.792 
480 ,1     ,127      ,128    ,6.64           ,7.493               ,0.886 
480 ,64    ,127      ,128    ,6.038          ,7.366               ,0.82  
128 ,0     ,127      ,480    ,6.783          ,6.679               ,1.016 
128 ,1     ,127      ,480    ,6.719          ,6.825               ,0.985 
128 ,64    ,127      ,480    ,6.73           ,6.505               ,1.035 
512 ,0     ,127      ,128    ,5.99           ,7.45                ,0.804 
512 ,1     ,127      ,128    ,6.435          ,7.551               ,0.852 
512 ,64    ,127      ,128    ,5.928          ,7.486               ,0.792 
128 ,0     ,127      ,512    ,6.774          ,6.84                ,0.99  
128 ,1     ,127      ,512    ,6.737          ,6.682               ,1.008 
128 ,64    ,127      ,512    ,6.754          ,6.666               ,1.013 
544 ,0     ,127      ,128    ,6.071          ,7.788               ,0.78  
544 ,1     ,127      ,128    ,6.506          ,7.607               ,0.855 
544 ,64    ,127      ,128    ,5.998          ,7.421               ,0.808 
128 ,0     ,127      ,544    ,6.716          ,6.854               ,0.98  
128 ,1     ,127      ,544    ,6.767          ,6.77                ,1.0   
128 ,64    ,127      ,544    ,6.767          ,6.958               ,0.973 
576 ,0     ,127      ,128    ,5.745          ,7.275               ,0.79  
576 ,1     ,127      ,128    ,6.548          ,7.615               ,0.86  
576 ,64    ,127      ,128    ,5.846          ,7.689               ,0.76  
128 ,0     ,127      ,576    ,6.725          ,6.656               ,1.01  
128 ,1     ,127      ,576    ,6.732          ,6.808               ,0.989 
128 ,64    ,127      ,576    ,6.786          ,6.574               ,1.032 
608 ,0     ,127      ,128    ,5.727          ,7.558               ,0.758 
608 ,1     ,127      ,128    ,6.578          ,7.692               ,0.855 
608 ,64    ,127      ,128    ,5.77           ,7.343               ,0.786 
128 ,0     ,127      ,608    ,6.757          ,6.731               ,1.004 
128 ,1     ,127      ,608    ,6.879          ,6.782               ,1.014 
128 ,64    ,127      ,608    ,6.768          ,6.98                ,0.97  
640 ,0     ,127      ,128    ,5.934          ,7.539               ,0.787 
640 ,1     ,127      ,128    ,6.555          ,7.615               ,0.861 
640 ,64    ,127      ,128    ,6.083          ,7.529               ,0.808 
128 ,0     ,127      ,640    ,6.734          ,6.651               ,1.012 
128 ,1     ,127      ,640    ,6.67           ,6.344               ,1.051 
128 ,64    ,127      ,640    ,6.756          ,6.665               ,1.014 
672 ,0     ,127      ,128    ,5.96           ,7.568               ,0.788 
672 ,1     ,127      ,128    ,6.546          ,7.702               ,0.85  
672 ,64    ,127      ,128    ,6.017          ,7.72                ,0.779 
128 ,0     ,127      ,672    ,6.728          ,6.572               ,1.024 
128 ,1     ,127      ,672    ,6.712          ,6.536               ,1.027 
128 ,64    ,127      ,672    ,6.779          ,6.682               ,1.015 
704 ,0     ,127      ,128    ,5.947          ,7.624               ,0.78  
704 ,1     ,127      ,128    ,6.533          ,7.569               ,0.863 
704 ,64    ,127      ,128    ,6.002          ,7.707               ,0.779 
128 ,0     ,127      ,704    ,6.723          ,6.719               ,1.001 
128 ,1     ,127      ,704    ,6.738          ,6.562               ,1.027 
128 ,64    ,127      ,704    ,6.777          ,6.371               ,1.064 
736 ,0     ,127      ,128    ,5.831          ,7.474               ,0.78  
736 ,1     ,127      ,128    ,6.562          ,7.847               ,0.836 
736 ,64    ,127      ,128    ,5.904          ,7.631               ,0.774 
128 ,0     ,127      ,736    ,6.744          ,6.387               ,1.056 
128 ,1     ,127      ,736    ,6.736          ,6.696               ,1.006 
128 ,64    ,127      ,736    ,6.8            ,6.579               ,1.034 
768 ,0     ,127      ,128    ,5.91           ,7.266               ,0.813 
768 ,1     ,127      ,128    ,6.557          ,7.287               ,0.9   
768 ,64    ,127      ,128    ,5.9            ,7.761               ,0.76  
128 ,0     ,127      ,768    ,6.741          ,6.923               ,0.974 
128 ,1     ,127      ,768    ,6.732          ,6.569               ,1.025 
128 ,64    ,127      ,768    ,6.786          ,6.601               ,1.028 
800 ,0     ,127      ,128    ,6.134          ,7.715               ,0.795 
800 ,1     ,127      ,128    ,6.471          ,7.749               ,0.835 
800 ,64    ,127      ,128    ,5.925          ,7.482               ,0.792 
128 ,0     ,127      ,800    ,6.747          ,6.769               ,0.997 
128 ,1     ,127      ,800    ,6.736          ,6.521               ,1.033 
128 ,64    ,127      ,800    ,6.817          ,6.72                ,1.014 
832 ,0     ,127      ,128    ,5.925          ,7.422               ,0.798 
832 ,1     ,127      ,128    ,6.447          ,7.577               ,0.851 
832 ,64    ,127      ,128    ,5.879          ,7.493               ,0.785 
