combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex512 ,__strnlen_evex512_orig 
1   ,0     ,127      ,128    ,3.53              ,3.233                  ,1.092 
128 ,0     ,127      ,1      ,3.912             ,4.2                    ,0.931 
1   ,0     ,127      ,2      ,3.465             ,3.761                  ,0.921 
2   ,0     ,127      ,1      ,3.337             ,3.683                  ,0.906 
1   ,32    ,127      ,128    ,3.889             ,3.886                  ,1.001 
128 ,32    ,127      ,1      ,3.864             ,4.214                  ,0.917 
1   ,32    ,127      ,2      ,3.99              ,3.822                  ,1.044 
2   ,32    ,127      ,1      ,3.925             ,3.95                   ,0.994 
1   ,1     ,127      ,128    ,3.95              ,3.941                  ,1.002 
128 ,1     ,127      ,1      ,3.764             ,4.098                  ,0.919 
1   ,1     ,127      ,2      ,3.771             ,3.784                  ,0.997 
2   ,1     ,127      ,1      ,3.851             ,4.034                  ,0.955 
1   ,33    ,127      ,128    ,3.921             ,3.962                  ,0.99  
128 ,33    ,127      ,1      ,3.959             ,4.271                  ,0.927 
1   ,33    ,127      ,2      ,3.845             ,3.823                  ,1.006 
2   ,33    ,127      ,1      ,3.897             ,4.092                  ,0.952 
1   ,0     ,127      ,0      ,3.434             ,3.438                  ,0.999 
1   ,0     ,127      ,1      ,3.845             ,3.843                  ,1.001 
2   ,0     ,127      ,2      ,3.868             ,4.009                  ,0.965 
2   ,0     ,127      ,3      ,3.895             ,3.95                   ,0.986 
3   ,0     ,127      ,2      ,3.875             ,3.845                  ,1.008 
3   ,0     ,127      ,3      ,3.88              ,3.891                  ,0.997 
3   ,0     ,127      ,4      ,3.866             ,3.909                  ,0.989 
4   ,0     ,127      ,3      ,3.979             ,4.043                  ,0.984 
4   ,0     ,127      ,4      ,3.86              ,3.888                  ,0.993 
4   ,0     ,127      ,5      ,3.939             ,4.113                  ,0.958 
5   ,0     ,127      ,4      ,3.769             ,3.807                  ,0.99  
5   ,0     ,127      ,5      ,3.846             ,4.086                  ,0.941 
5   ,0     ,127      ,6      ,3.986             ,4.108                  ,0.97  
6   ,0     ,127      ,5      ,3.897             ,3.931                  ,0.991 
6   ,0     ,127      ,6      ,3.903             ,4.083                  ,0.956 
6   ,0     ,127      ,7      ,3.831             ,4.106                  ,0.933 
7   ,0     ,127      ,6      ,3.862             ,3.945                  ,0.979 
7   ,0     ,127      ,7      ,3.925             ,4.038                  ,0.972 
7   ,0     ,127      ,8      ,3.871             ,3.97                   ,0.975 
1   ,1     ,127      ,0      ,3.408             ,3.411                  ,0.999 
1   ,1     ,127      ,1      ,3.833             ,3.762                  ,1.019 
2   ,2     ,127      ,1      ,3.934             ,3.91                   ,1.006 
2   ,2     ,127      ,2      ,3.904             ,3.826                  ,1.02  
2   ,2     ,127      ,3      ,3.957             ,3.936                  ,1.005 
3   ,3     ,127      ,2      ,3.93              ,3.706                  ,1.061 
3   ,3     ,127      ,3      ,3.862             ,3.927                  ,0.984 
3   ,3     ,127      ,4      ,3.99              ,3.931                  ,1.015 
4   ,4     ,127      ,3      ,3.796             ,3.791                  ,1.001 
4   ,4     ,127      ,4      ,3.908             ,3.909                  ,1.0   
4   ,4     ,127      ,5      ,3.862             ,3.947                  ,0.979 
5   ,5     ,127      ,4      ,3.841             ,3.978                  ,0.965 
5   ,5     ,127      ,5      ,3.92              ,3.98                   ,0.985 
5   ,5     ,127      ,6      ,3.857             ,3.902                  ,0.988 
6   ,6     ,127      ,5      ,3.976             ,3.87                   ,1.027 
6   ,6     ,127      ,6      ,3.881             ,3.794                  ,1.023 
6   ,6     ,127      ,7      ,4.005             ,4.016                  ,0.997 
7   ,7     ,127      ,6      ,3.848             ,3.855                  ,0.998 
7   ,7     ,127      ,7      ,3.968             ,3.936                  ,1.008 
7   ,7     ,127      ,8      ,3.932             ,4.038                  ,0.974 
4   ,0     ,127      ,5000   ,3.398             ,3.799                  ,0.894 
4   ,1     ,127      ,5000   ,3.705             ,3.836                  ,0.966 
5000,0     ,127      ,4      ,3.558             ,4.316                  ,0.824 
5000,1     ,127      ,4      ,3.66              ,4.287                  ,0.854 
8   ,0     ,127      ,5000   ,3.51              ,3.621                  ,0.969 
8   ,1     ,127      ,5000   ,3.663             ,3.846                  ,0.952 
5000,0     ,127      ,8      ,3.508             ,4.425                  ,0.793 
5000,1     ,127      ,8      ,3.751             ,4.36                   ,0.86  
16  ,0     ,127      ,5000   ,3.406             ,3.813                  ,0.893 
16  ,1     ,127      ,5000   ,3.634             ,3.891                  ,0.934 
5000,0     ,127      ,16     ,3.713             ,4.4                    ,0.844 
5000,1     ,127      ,16     ,3.642             ,4.417                  ,0.825 
32  ,0     ,127      ,5000   ,3.474             ,3.769                  ,0.922 
32  ,1     ,127      ,5000   ,3.349             ,3.624                  ,0.924 
5000,0     ,127      ,32     ,3.658             ,4.425                  ,0.827 
5000,1     ,127      ,32     ,3.719             ,4.381                  ,0.849 
64  ,0     ,127      ,5000   ,4.672             ,5.072                  ,0.921 
64  ,1     ,127      ,5000   ,4.78              ,5.272                  ,0.907 
5000,0     ,127      ,64     ,3.587             ,4.462                  ,0.804 
5000,1     ,127      ,64     ,3.64              ,5.01                   ,0.727 
128 ,0     ,127      ,5000   ,5.303             ,6.385                  ,0.831 
128 ,1     ,127      ,5000   ,5.299             ,6.241                  ,0.849 
5000,0     ,127      ,128    ,4.151             ,4.585                  ,0.905 
5000,1     ,127      ,128    ,4.877             ,5.257                  ,0.928 
256 ,0     ,127      ,5000   ,6.601             ,7.331                  ,0.901 
256 ,1     ,127      ,5000   ,6.668             ,7.499                  ,0.889 
5000,0     ,127      ,256    ,6.023             ,6.249                  ,0.964 
5000,1     ,127      ,256    ,6.258             ,7.045                  ,0.888 
512 ,0     ,127      ,5000   ,11.453            ,12.154                 ,0.942 
512 ,1     ,127      ,5000   ,11.719            ,12.001                 ,0.976 
5000,0     ,127      ,512    ,9.579             ,8.846                  ,1.083 
5000,1     ,127      ,512    ,9.949             ,10.488                 ,0.949 
1024,0     ,127      ,5000   ,15.736            ,16.112                 ,0.977 
1024,1     ,127      ,5000   ,16.189            ,16.658                 ,0.972 
5000,0     ,127      ,1024   ,11.182            ,12.547                 ,0.891 
5000,1     ,127      ,1024   ,12.743            ,14.555                 ,0.876 
1   ,0     ,127      ,5000   ,3.914             ,3.681                  ,1.063 
5000,0     ,127      ,1      ,3.723             ,4.298                  ,0.866 
2   ,0     ,127      ,5000   ,3.842             ,3.897                  ,0.986 
5000,0     ,127      ,2      ,3.846             ,4.592                  ,0.838 
3   ,0     ,127      ,5000   ,3.687             ,3.734                  ,0.987 
5000,0     ,127      ,3      ,3.84              ,4.653                  ,0.825 
5   ,0     ,127      ,5000   ,3.794             ,3.905                  ,0.972 
5000,0     ,127      ,5      ,3.947             ,4.532                  ,0.871 
6   ,0     ,127      ,5000   ,3.824             ,4.132                  ,0.926 
5000,0     ,127      ,6      ,3.89              ,4.65                   ,0.837 
7   ,0     ,127      ,5000   ,3.723             ,3.976                  ,0.936 
5000,0     ,127      ,7      ,3.938             ,4.725                  ,0.834 
1   ,1     ,127      ,5000   ,3.952             ,3.819                  ,1.035 
5000,1     ,127      ,1      ,3.926             ,4.355                  ,0.902 
2   ,2     ,127      ,5000   ,3.859             ,4.029                  ,0.958 
5000,2     ,127      ,2      ,3.896             ,4.449                  ,0.876 
3   ,3     ,127      ,5000   ,3.853             ,4.006                  ,0.962 
5000,3     ,127      ,3      ,3.895             ,4.525                  ,0.861 
4   ,4     ,127      ,5000   ,3.776             ,3.867                  ,0.977 
5000,4     ,127      ,4      ,3.959             ,4.589                  ,0.863 
5   ,5     ,127      ,5000   ,3.823             ,3.876                  ,0.986 
5000,5     ,127      ,5      ,3.94              ,4.645                  ,0.848 
6   ,6     ,127      ,5000   ,3.85              ,3.958                  ,0.973 
5000,6     ,127      ,6      ,3.863             ,4.431                  ,0.872 
7   ,7     ,127      ,5000   ,3.847             ,3.996                  ,0.963 
5000,7     ,127      ,7      ,3.992             ,4.731                  ,0.844 
16  ,0     ,127      ,16     ,3.07              ,3.304                  ,0.929 
16  ,1     ,127      ,16     ,3.315             ,3.659                  ,0.906 
16  ,64    ,127      ,16     ,3.061             ,3.473                  ,0.881 
48  ,0     ,127      ,16     ,3.895             ,3.985                  ,0.977 
48  ,1     ,127      ,16     ,3.826             ,3.848                  ,0.994 
48  ,64    ,127      ,16     ,3.939             ,3.817                  ,1.032 
16  ,0     ,127      ,48     ,3.842             ,3.622                  ,1.061 
16  ,1     ,127      ,48     ,3.744             ,3.824                  ,0.979 
16  ,64    ,127      ,48     ,3.791             ,3.832                  ,0.989 
80  ,0     ,127      ,16     ,3.821             ,4.47                   ,0.855 
80  ,1     ,127      ,16     ,3.795             ,4.404                  ,0.862 
80  ,64    ,127      ,16     ,3.87              ,4.547                  ,0.851 
16  ,0     ,127      ,80     ,3.82              ,3.845                  ,0.993 
16  ,1     ,127      ,80     ,3.828             ,3.978                  ,0.962 
16  ,64    ,127      ,80     ,3.766             ,3.784                  ,0.995 
112 ,0     ,127      ,16     ,3.698             ,4.607                  ,0.803 
112 ,1     ,127      ,16     ,3.79              ,4.417                  ,0.858 
112 ,64    ,127      ,16     ,3.707             ,4.395                  ,0.843 
16  ,0     ,127      ,112    ,3.765             ,3.832                  ,0.983 
16  ,1     ,127      ,112    ,3.901             ,3.968                  ,0.983 
16  ,64    ,127      ,112    ,3.82              ,3.788                  ,1.008 
144 ,0     ,127      ,16     ,3.859             ,4.683                  ,0.824 
144 ,1     ,127      ,16     ,3.914             ,4.414                  ,0.887 
144 ,64    ,127      ,16     ,3.755             ,4.375                  ,0.858 
16  ,0     ,127      ,144    ,3.734             ,3.838                  ,0.973 
16  ,1     ,127      ,144    ,3.859             ,3.927                  ,0.983 
16  ,64    ,127      ,144    ,3.789             ,3.961                  ,0.956 
176 ,0     ,127      ,16     ,3.864             ,4.513                  ,0.856 
176 ,1     ,127      ,16     ,3.872             ,4.293                  ,0.902 
176 ,64    ,127      ,16     ,3.882             ,4.458                  ,0.871 
16  ,0     ,127      ,176    ,3.761             ,3.903                  ,0.964 
16  ,1     ,127      ,176    ,3.833             ,3.748                  ,1.023 
16  ,64    ,127      ,176    ,3.793             ,3.918                  ,0.968 
208 ,0     ,127      ,16     ,3.797             ,4.53                   ,0.838 
208 ,1     ,127      ,16     ,3.77              ,4.493                  ,0.839 
208 ,64    ,127      ,16     ,3.917             ,4.425                  ,0.885 
16  ,0     ,127      ,208    ,3.747             ,3.949                  ,0.949 
16  ,1     ,127      ,208    ,3.796             ,3.766                  ,1.008 
16  ,64    ,127      ,208    ,3.874             ,3.73                   ,1.039 
240 ,0     ,127      ,16     ,3.85              ,4.392                  ,0.877 
240 ,1     ,127      ,16     ,3.875             ,4.272                  ,0.907 
240 ,64    ,127      ,16     ,3.926             ,4.585                  ,0.856 
16  ,0     ,127      ,240    ,3.694             ,3.703                  ,0.998 
16  ,1     ,127      ,240    ,3.927             ,4.053                  ,0.969 
16  ,64    ,127      ,240    ,3.736             ,3.814                  ,0.98  
272 ,0     ,127      ,16     ,3.652             ,4.389                  ,0.832 
272 ,1     ,127      ,16     ,3.845             ,4.479                  ,0.858 
272 ,64    ,127      ,16     ,3.903             ,4.486                  ,0.87  
16  ,0     ,127      ,272    ,3.714             ,3.999                  ,0.929 
16  ,1     ,127      ,272    ,3.677             ,3.899                  ,0.943 
16  ,64    ,127      ,272    ,3.63              ,3.705                  ,0.98  
304 ,0     ,127      ,16     ,3.808             ,4.322                  ,0.881 
304 ,1     ,127      ,16     ,3.887             ,4.404                  ,0.883 
304 ,64    ,127      ,16     ,3.812             ,4.504                  ,0.846 
16  ,0     ,127      ,304    ,3.815             ,3.919                  ,0.973 
16  ,1     ,127      ,304    ,3.882             ,3.683                  ,1.054 
16  ,64    ,127      ,304    ,3.728             ,3.725                  ,1.001 
336 ,0     ,127      ,16     ,3.824             ,4.464                  ,0.857 
336 ,1     ,127      ,16     ,3.981             ,4.523                  ,0.88  
336 ,64    ,127      ,16     ,3.883             ,4.497                  ,0.863 
16  ,0     ,127      ,336    ,3.759             ,3.795                  ,0.99  
16  ,1     ,127      ,336    ,3.841             ,3.963                  ,0.969 
16  ,64    ,127      ,336    ,3.807             ,3.856                  ,0.987 
368 ,0     ,127      ,16     ,3.822             ,4.412                  ,0.866 
368 ,1     ,127      ,16     ,3.931             ,4.378                  ,0.898 
368 ,64    ,127      ,16     ,3.728             ,4.467                  ,0.835 
16  ,0     ,127      ,368    ,3.779             ,3.814                  ,0.991 
16  ,1     ,127      ,368    ,3.945             ,3.969                  ,0.994 
16  ,64    ,127      ,368    ,3.89              ,4.003                  ,0.972 
400 ,0     ,127      ,16     ,3.808             ,4.368                  ,0.872 
400 ,1     ,127      ,16     ,3.868             ,4.433                  ,0.873 
400 ,64    ,127      ,16     ,3.774             ,4.485                  ,0.841 
16  ,0     ,127      ,400    ,3.842             ,3.999                  ,0.961 
16  ,1     ,127      ,400    ,3.954             ,3.906                  ,1.012 
16  ,64    ,127      ,400    ,3.832             ,3.739                  ,1.025 
432 ,0     ,127      ,16     ,3.872             ,4.489                  ,0.863 
432 ,1     ,127      ,16     ,3.965             ,4.607                  ,0.861 
432 ,64    ,127      ,16     ,3.919             ,4.41                   ,0.889 
16  ,0     ,127      ,432    ,3.77              ,3.808                  ,0.99  
16  ,1     ,127      ,432    ,3.948             ,4.083                  ,0.967 
16  ,64    ,127      ,432    ,3.876             ,3.977                  ,0.975 
464 ,0     ,127      ,16     ,3.923             ,4.548                  ,0.863 
464 ,1     ,127      ,16     ,3.861             ,4.457                  ,0.866 
464 ,64    ,127      ,16     ,3.981             ,4.619                  ,0.862 
16  ,0     ,127      ,464    ,3.816             ,3.945                  ,0.967 
16  ,1     ,127      ,464    ,4.036             ,3.929                  ,1.027 
16  ,64    ,127      ,464    ,4.023             ,3.745                  ,1.074 
496 ,0     ,127      ,16     ,3.865             ,4.459                  ,0.867 
496 ,1     ,127      ,16     ,3.865             ,4.537                  ,0.852 
496 ,64    ,127      ,16     ,3.91              ,4.548                  ,0.86  
16  ,0     ,127      ,496    ,3.919             ,3.813                  ,1.028 
16  ,1     ,127      ,496    ,3.87              ,3.868                  ,1.001 
16  ,64    ,127      ,496    ,3.899             ,3.903                  ,0.999 
528 ,0     ,127      ,16     ,3.84              ,4.467                  ,0.86  
528 ,1     ,127      ,16     ,3.891             ,4.268                  ,0.912 
528 ,64    ,127      ,16     ,3.953             ,4.535                  ,0.872 
16  ,0     ,127      ,528    ,3.926             ,3.884                  ,1.011 
16  ,1     ,127      ,528    ,4.028             ,3.999                  ,1.007 
16  ,64    ,127      ,528    ,3.875             ,3.843                  ,1.008 
560 ,0     ,127      ,16     ,3.933             ,4.559                  ,0.863 
560 ,1     ,127      ,16     ,4.057             ,4.339                  ,0.935 
560 ,64    ,127      ,16     ,3.984             ,4.525                  ,0.881 
16  ,0     ,127      ,560    ,3.727             ,3.781                  ,0.986 
16  ,1     ,127      ,560    ,3.943             ,3.794                  ,1.039 
16  ,64    ,127      ,560    ,4.051             ,4.015                  ,1.009 
592 ,0     ,127      ,16     ,3.909             ,4.61                   ,0.848 
592 ,1     ,127      ,16     ,3.858             ,4.41                   ,0.875 
592 ,64    ,127      ,16     ,4.144             ,4.753                  ,0.872 
16  ,0     ,127      ,592    ,3.84              ,3.675                  ,1.045 
16  ,1     ,127      ,592    ,3.873             ,3.942                  ,0.983 
16  ,64    ,127      ,592    ,3.905             ,3.763                  ,1.038 
624 ,0     ,127      ,16     ,3.853             ,4.431                  ,0.869 
624 ,1     ,127      ,16     ,3.879             ,4.535                  ,0.855 
624 ,64    ,127      ,16     ,3.897             ,4.569                  ,0.853 
16  ,0     ,127      ,624    ,3.803             ,3.75                   ,1.014 
16  ,1     ,127      ,624    ,3.813             ,3.877                  ,0.984 
16  ,64    ,127      ,624    ,3.793             ,3.763                  ,1.008 
656 ,0     ,127      ,16     ,3.947             ,4.581                  ,0.862 
656 ,1     ,127      ,16     ,3.996             ,4.344                  ,0.92  
656 ,64    ,127      ,16     ,4.035             ,4.57                   ,0.883 
16  ,0     ,127      ,656    ,3.826             ,3.814                  ,1.003 
16  ,1     ,127      ,656    ,3.831             ,3.965                  ,0.966 
16  ,64    ,127      ,656    ,3.838             ,3.895                  ,0.985 
688 ,0     ,127      ,16     ,3.781             ,4.444                  ,0.851 
688 ,1     ,127      ,16     ,3.955             ,4.69                   ,0.843 
688 ,64    ,127      ,16     ,3.886             ,4.345                  ,0.894 
16  ,0     ,127      ,688    ,3.683             ,3.946                  ,0.933 
16  ,1     ,127      ,688    ,3.831             ,3.946                  ,0.971 
16  ,64    ,127      ,688    ,3.833             ,3.778                  ,1.015 
720 ,0     ,127      ,16     ,3.885             ,4.675                  ,0.831 
720 ,1     ,127      ,16     ,4.036             ,4.41                   ,0.915 
720 ,64    ,127      ,16     ,3.989             ,4.478                  ,0.891 
16  ,0     ,127      ,720    ,3.874             ,3.893                  ,0.995 
16  ,1     ,127      ,720    ,3.936             ,3.957                  ,0.995 
16  ,64    ,127      ,720    ,3.832             ,3.902                  ,0.982 
32  ,0     ,127      ,32     ,3.353             ,3.708                  ,0.904 
32  ,1     ,127      ,32     ,3.398             ,3.739                  ,0.909 
32  ,64    ,127      ,32     ,3.136             ,3.826                  ,0.82  
64  ,0     ,127      ,32     ,3.659             ,4.597                  ,0.796 
64  ,1     ,127      ,32     ,3.66              ,4.312                  ,0.849 
64  ,64    ,127      ,32     ,3.69              ,4.549                  ,0.811 
32  ,0     ,127      ,64     ,3.792             ,4.057                  ,0.935 
32  ,1     ,127      ,64     ,3.679             ,3.998                  ,0.92  
32  ,64    ,127      ,64     ,3.527             ,3.903                  ,0.904 
96  ,0     ,127      ,32     ,3.919             ,4.506                  ,0.87  
96  ,1     ,127      ,32     ,3.913             ,4.278                  ,0.915 
96  ,64    ,127      ,32     ,4.03              ,4.69                   ,0.859 
32  ,0     ,127      ,96     ,3.765             ,3.88                   ,0.97  
32  ,1     ,127      ,96     ,3.808             ,3.739                  ,1.019 
32  ,64    ,127      ,96     ,3.884             ,3.682                  ,1.055 
128 ,0     ,127      ,32     ,3.644             ,4.428                  ,0.823 
128 ,1     ,127      ,32     ,3.533             ,4.334                  ,0.815 
128 ,64    ,127      ,32     ,3.647             ,4.38                   ,0.833 
32  ,0     ,127      ,128    ,3.532             ,3.61                   ,0.978 
32  ,1     ,127      ,128    ,3.624             ,3.879                  ,0.934 
32  ,64    ,127      ,128    ,3.509             ,3.658                  ,0.959 
160 ,0     ,127      ,32     ,3.868             ,4.353                  ,0.889 
160 ,1     ,127      ,32     ,3.89              ,4.41                   ,0.882 
160 ,64    ,127      ,32     ,4.055             ,4.56                   ,0.889 
32  ,0     ,127      ,160    ,3.889             ,3.993                  ,0.974 
32  ,1     ,127      ,160    ,3.901             ,3.966                  ,0.983 
32  ,64    ,127      ,160    ,3.851             ,4.009                  ,0.961 
192 ,0     ,127      ,32     ,3.955             ,4.664                  ,0.848 
192 ,1     ,127      ,32     ,3.997             ,4.478                  ,0.893 
192 ,64    ,127      ,32     ,3.78              ,4.363                  ,0.866 
32  ,0     ,127      ,192    ,3.88              ,4.095                  ,0.948 
32  ,1     ,127      ,192    ,3.811             ,3.902                  ,0.977 
32  ,64    ,127      ,192    ,3.806             ,4.028                  ,0.945 
224 ,0     ,127      ,32     ,3.953             ,4.664                  ,0.848 
224 ,1     ,127      ,32     ,3.874             ,4.405                  ,0.879 
224 ,64    ,127      ,32     ,3.821             ,4.629                  ,0.825 
32  ,0     ,127      ,224    ,3.653             ,4.028                  ,0.907 
32  ,1     ,127      ,224    ,3.693             ,3.813                  ,0.968 
32  ,64    ,127      ,224    ,3.73              ,3.808                  ,0.979 
256 ,0     ,127      ,32     ,3.498             ,4.443                  ,0.787 
256 ,1     ,127      ,32     ,3.461             ,4.288                  ,0.807 
256 ,64    ,127      ,32     ,3.486             ,4.502                  ,0.774 
32  ,0     ,127      ,256    ,3.494             ,3.707                  ,0.943 
32  ,1     ,127      ,256    ,3.562             ,3.827                  ,0.931 
32  ,64    ,127      ,256    ,3.348             ,3.759                  ,0.891 
288 ,0     ,127      ,32     ,3.929             ,4.576                  ,0.858 
288 ,1     ,127      ,32     ,3.744             ,4.342                  ,0.862 
288 ,64    ,127      ,32     ,4.037             ,4.576                  ,0.882 
32  ,0     ,127      ,288    ,3.754             ,3.942                  ,0.952 
32  ,1     ,127      ,288    ,3.805             ,3.856                  ,0.987 
32  ,64    ,127      ,288    ,3.702             ,3.734                  ,0.992 
320 ,0     ,127      ,32     ,3.947             ,4.442                  ,0.889 
320 ,1     ,127      ,32     ,3.788             ,4.353                  ,0.87  
320 ,64    ,127      ,32     ,3.934             ,4.415                  ,0.891 
32  ,0     ,127      ,320    ,3.857             ,3.94                   ,0.979 
32  ,1     ,127      ,320    ,3.804             ,3.965                  ,0.96  
32  ,64    ,127      ,320    ,3.779             ,3.878                  ,0.975 
352 ,0     ,127      ,32     ,3.795             ,4.38                   ,0.866 
352 ,1     ,127      ,32     ,3.911             ,4.466                  ,0.876 
352 ,64    ,127      ,32     ,3.921             ,4.478                  ,0.876 
32  ,0     ,127      ,352    ,3.882             ,3.814                  ,1.018 
32  ,1     ,127      ,352    ,3.897             ,3.802                  ,1.025 
32  ,64    ,127      ,352    ,3.709             ,3.73                   ,0.994 
384 ,0     ,127      ,32     ,3.856             ,4.599                  ,0.839 
384 ,1     ,127      ,32     ,3.821             ,4.467                  ,0.855 
384 ,64    ,127      ,32     ,3.957             ,4.548                  ,0.87  
32  ,0     ,127      ,384    ,3.823             ,3.701                  ,1.033 
32  ,1     ,127      ,384    ,3.804             ,3.897                  ,0.976 
32  ,64    ,127      ,384    ,3.694             ,3.812                  ,0.969 
416 ,0     ,127      ,32     ,3.806             ,4.478                  ,0.85  
416 ,1     ,127      ,32     ,3.911             ,4.41                   ,0.887 
416 ,64    ,127      ,32     ,3.95              ,4.41                   ,0.896 
32  ,0     ,127      ,416    ,3.841             ,3.739                  ,1.027 
32  ,1     ,127      ,416    ,3.866             ,3.979                  ,0.972 
32  ,64    ,127      ,416    ,3.823             ,3.949                  ,0.968 
448 ,0     ,127      ,32     ,3.921             ,4.5                    ,0.871 
448 ,1     ,127      ,32     ,3.866             ,4.548                  ,0.85  
448 ,64    ,127      ,32     ,3.997             ,4.489                  ,0.89  
32  ,0     ,127      ,448    ,3.775             ,3.792                  ,0.996 
32  ,1     ,127      ,448    ,3.935             ,3.856                  ,1.02  
32  ,64    ,127      ,448    ,3.89              ,3.895                  ,0.999 
480 ,0     ,127      ,32     ,4.04              ,4.458                  ,0.906 
480 ,1     ,127      ,32     ,3.835             ,4.415                  ,0.869 
480 ,64    ,127      ,32     ,3.967             ,4.459                  ,0.89  
32  ,0     ,127      ,480    ,3.8               ,3.946                  ,0.963 
32  ,1     ,127      ,480    ,3.939             ,3.978                  ,0.99  
32  ,64    ,127      ,480    ,3.908             ,3.984                  ,0.981 
512 ,0     ,127      ,32     ,3.483             ,4.38                   ,0.795 
512 ,1     ,127      ,32     ,3.522             ,4.227                  ,0.833 
512 ,64    ,127      ,32     ,3.448             ,4.431                  ,0.778 
32  ,0     ,127      ,512    ,3.659             ,3.651                  ,1.002 
